Date,Open,High,Low,Close,AdjClose,Volume,Change
2020-07-08,210.070007,213.259995,208.690002,212.830002,210.002060,33600025,0.013138453410914599
2020-07-09,216.330002,216.380005,211.470001,214.320007,211.472260,33121681,-0.009291337222841626
2020-07-10,213.619995,214.080002,211.080002,213.669998,210.830917,26177633,0.00023407453033600061
2020-07-13,214.479996,215.800003,206.500000,207.070007,204.318588,38135606,-0.03454862522470392
2020-07-14,206.130005,208.850006,202.029999,208.350006,205.581589,37591820,0.010769907078787468
2020-07-15,209.559998,211.330002,205.029999,208.039993,205.275711,32179409,-0.007253316541833511
2020-07-16,205.399994,205.699997,202.309998,203.919998,201.210449,29940653,-0.007205433511356382
2020-07-17,204.470001,205.039993,201.389999,202.880005,200.184265,31635281,-0.007776182287004464
2020-07-20,205.0,212.300003,203.009995,211.600006,208.788391,36884836,0.03219515121951223
2020-07-21,213.660004,213.940002,208.029999,208.75,205.976257,38105777,-0.0229804544981661
2020-07-22,209.199997,212.300003,208.389999,211.75,208.936401,49605692,0.012189307058164078
2020-07-23,207.190002,210.919998,202.149994,202.539993,199.848785,67457035,-0.022443211328314883
2020-07-24,200.419998,202.860001,197.509995,201.300003,198.625275,39826989,0.004390804354763097
2020-07-27,201.470001,203.970001,200.860001,203.850006,201.141388,30160867,0.011813197936103704
2020-07-28,203.610001,204.699997,201.740005,202.020004,199.335693,23251388,-0.007809031934536511
2020-07-29,202.5,204.649994,202.009995,204.059998,201.348587,19632602,0.00770369382716053
2020-07-30,201.0,204.460007,199.570007,203.899994,201.190720,25079596,0.014427830845771107
2020-07-31,204.399994,205.100006,199.009995,205.009995,202.285965,51247969,0.002984349402671759
2020-08-03,211.520004,217.639999,210.440002,216.539993,213.662766,78983009,0.023732927879483254
2020-08-04,214.169998,214.770004,210.309998,213.289993,210.455948,49280056,-0.004108908849128266
2020-08-05,214.899994,215.000000,211.570007,212.940002,210.110596,28858621,-0.009120484200664985
2020-08-06,212.339996,216.370499,211.550003,216.350006,213.475296,32656843,0.01888485483441374
2020-08-07,214.850006,215.699997,210.929993,212.479996,209.656708,27820421,-0.011030998062899786
2020-08-10,211.669998,211.880005,206.350006,208.25,205.482910,36716462,-0.016157216574452807
2020-08-11,207.154999,207.649994,203.139999,203.380005,200.677628,36446459,-0.018223040806270827
2020-08-12,205.289993,210.279999,204.750000,209.190002,206.410431,28041364,0.018997560197685733
2020-08-13,209.440002,211.350006,208.149994,208.699997,205.926926,22588870,-0.003533255313853542
2020-08-14,208.759995,209.589996,207.509995,208.899994,206.124283,17958936,0.0006706217826839327
2020-08-17,209.600006,211.187393,208.914993,210.279999,207.485931,20184757,0.0032442413193442183
2020-08-18,210.529999,212.360001,209.210007,211.490005,208.679871,21336167,0.004559948722557078
2020-08-19,211.490005,212.100006,209.250000,209.699997,207.413818,27627561,-0.00846379477838681
2020-08-20,209.539993,215.000000,208.910004,214.580002,212.240616,26981478,0.024052730592579515
2020-08-21,213.860001,216.250000,212.850006,213.020004,210.697632,36249319,-0.003927789189526895
2020-08-24,214.789993,215.520004,212.429993,213.690002,211.360321,25460147,-0.005121239516963982
2020-08-25,213.100006,216.610001,213.100006,216.470001,214.110001,23043696,0.01581414784192915
2020-08-26,217.880005,222.089996,217.360001,221.149994,218.738983,39600828,0.01500821059738814
2020-08-27,222.889999,231.149994,219.399994,226.580002,224.109802,57602195,0.016555265003164267
2020-08-28,228.179993,230.643997,226.580002,228.910004,226.414383,26292896,0.0031992769848143104
2020-08-31,227.0,228.699997,224.309998,225.529999,223.071243,28774156,-0.00647577533039646
2020-09-01,225.509995,227.449997,224.429993,227.270004,224.792282,25791235,0.007804572032383738
2020-09-02,227.970001,232.860001,227.350006,231.649994,229.124512,34080839,0.01614244411044239
2020-09-03,229.270004,229.309998,214.960205,217.300003,214.930984,58400288,-0.052209189127069566
2020-09-04,215.100006,218.359894,205.190002,214.25,211.914230,59664072,-0.003951678178939742
2020-09-08,206.5,210.029999,202.199997,202.660004,200.450577,52924330,-0.018595622276029122
2020-09-09,207.600006,214.839905,206.699997,211.289993,208.986465,45678986,0.01777450333985059
2020-09-10,213.399994,214.740005,204.110001,205.369995,203.131012,35461514,-0.03762886235132698
2020-09-11,207.199997,208.630005,201.240005,204.029999,201.805634,33620073,-0.015299218368231891
2020-09-14,204.240005,209.199997,204.029999,205.410004,203.170609,30375768,0.005728549605156884
2020-09-15,208.419998,209.779999,206.929993,208.779999,206.503845,21823942,0.0017272862654955554
2020-09-16,210.619995,210.649994,204.639999,205.050003,202.814529,26372464,-0.026445694294124283
2020-09-17,200.050003,204.330002,199.960007,202.910004,200.697876,34011257,0.014296430677883982
2020-09-18,202.800003,203.649994,196.250000,200.389999,198.205322,55225326,-0.01188364873939383
2020-09-21,197.190002,202.710007,196.380005,202.539993,200.331879,39839657,0.02713114734894124
2020-09-22,205.059998,208.100006,202.074997,207.419998,205.158661,33517065,0.011508826797121032
2020-09-23,207.899994,208.100006,200.029999,200.589996,198.403137,30803780,-0.03516112655587657
2020-09-24,199.850006,205.570007,199.199997,203.190002,200.974808,31202493,0.016712513884037536
2020-09-25,203.550003,209.039993,202.539993,207.820007,205.554337,29437312,0.020977666111849678
2020-09-28,210.880005,212.570007,208.059998,209.440002,207.156662,32004936,-0.0068285421370319985
2020-09-29,209.350006,210.070007,206.809998,207.259995,205.000412,24464472,-0.00998333384332458
2020-09-30,207.729996,211.979996,206.539993,210.330002,208.036957,33829088,0.012516276176118578
2020-10-01,213.490005,213.990005,211.320007,212.460007,210.143738,27158418,-0.004824572466519012
2020-10-02,208.0,210.990005,205.539993,206.190002,203.942093,33154781,-0.008701913461538497
2020-10-05,207.220001,210.410004,206.979996,210.380005,208.086411,21331561,0.015249512521718476
2020-10-06,208.820007,210.179993,204.820007,205.910004,203.665161,28554261,-0.013935460695583721
2020-10-07,207.059998,210.110001,206.720001,209.830002,207.542404,25681054,0.013377784346351632
2020-10-08,210.509995,211.190002,208.320007,210.580002,208.284210,19925837,0.00033255903122321543
2020-10-09,211.229996,215.860001,211.229996,215.809998,213.457199,26458047,0.02168253603527033
2020-10-12,218.789993,223.860001,216.809998,221.399994,218.986267,40461368,0.011929252175623876
2020-10-13,222.720001,225.210007,220.429993,222.860001,220.430359,28950843,0.0006285919512007131
2020-10-14,223.0,224.220001,219.130005,220.860001,218.452164,23451713,-0.00959640807174883
2020-10-15,217.100006,220.360001,216.009995,219.660004,217.265244,22733064,0.011791791475123123
2020-10-16,220.149994,222.289993,219.320007,219.660004,217.265244,26057882,-0.002225709804016647
2020-10-19,220.414993,222.300003,213.720001,214.220001,211.884552,27625841,-0.02810603723313873
2020-10-20,215.800003,217.369995,213.090103,214.649994,212.309845,22753511,-0.0053290499722560775
2020-10-21,213.119995,216.919998,213.119995,214.800003,212.458221,22724906,0.007882920605361384
2020-10-22,213.929993,216.054993,211.699997,214.889999,212.547226,22351450,0.004487477359006845
2020-10-23,215.029999,216.279999,213.160004,216.229996,213.872620,18879608,0.0055806027325517316
2020-10-26,213.850006,216.339905,208.100006,210.080002,207.789688,37111561,-0.01762919754138328
2020-10-27,211.589996,214.669998,210.328995,213.25,210.925110,36700325,0.007845380364769165
2020-10-28,207.669998,208.839996,202.100006,202.679993,200.470337,51195593,-0.024028531073612264
2020-10-29,204.070007,207.360001,203.369995,204.720001,202.488098,31432563,0.0031851520444157793
2020-10-30,203.5,204.289993,199.619995,202.470001,200.262650,36980111,-0.005061420147420165
2020-11-02,204.289993,205.279999,200.119995,202.330002,200.124176,30842163,-0.00959416059111619
2020-11-03,203.889999,208.119995,203.119995,206.429993,204.179474,27512030,0.01245766841168118
2020-11-04,214.020004,218.320007,212.418503,216.389999,214.030884,42311777,0.01107370785770095
2020-11-05,222.039993,224.119995,221.149994,223.289993,220.855652,36080137,0.005629616462832441
2020-11-06,222.259995,224.360001,218.029999,223.720001,221.280975,25231895,0.006568910433026837
2020-11-09,224.434998,228.119995,217.880005,218.389999,216.009064,44394950,-0.026934297475298474
2020-11-10,214.5,216.500000,209.720001,211.009995,208.709518,44045120,-0.016270419580419564
2020-11-11,212.389999,218.039993,212.199997,216.550003,214.189133,29440788,0.01958662846455409
2020-11-12,217.210007,219.110001,214.460007,215.440002,213.091248,21616115,-0.008148818852531034
2020-11-13,216.360001,217.419998,214.160004,216.509995,214.149567,18630307,0.0006932612280769606
2020-11-16,214.869995,217.740005,214.520004,217.229996,214.861725,24953344,0.010983390212300286
2020-11-17,216.100006,217.679993,214.080002,214.460007,212.121933,24154112,-0.007589074291835129
2020-11-18,213.649994,215.169998,210.929993,211.080002,209.325363,28372789,-0.01202898231768724
2020-11-19,211.380005,213.029999,209.929993,212.419998,210.654236,24792746,0.004920015968397679
2020-11-20,212.199997,213.285004,210.000000,210.389999,208.641129,22843119,-0.008529679668185892
2020-11-23,210.949997,212.289993,208.160004,210.110001,208.363434,25683507,-0.003981967347456208
2020-11-24,209.589996,214.250000,208.860001,213.860001,212.082260,33979731,0.020373133648993427
2020-11-25,215.110001,215.289993,212.460007,213.869995,212.092178,21012887,-0.005764520451097122
2020-11-27,214.850006,216.270004,214.039993,215.229996,213.440872,14512213,0.0017686292268476466
2020-11-30,214.100006,214.759995,210.835007,214.070007,212.290527,33064753,-0.00014011676393882802
2020-12-01,214.509995,217.320007,213.350006,216.210007,214.412720,30931318,0.007925094585918883
2020-12-02,214.880005,215.470001,212.800003,215.369995,213.579712,23724509,0.002280295926091297
2020-12-03,214.610001,216.375702,213.649994,214.240005,212.459106,25120922,-0.0017240389463490783
2020-12-04,214.220001,215.380005,213.179993,214.360001,212.578094,24666039,0.0006535337472994167
2020-12-07,214.369995,215.539993,212.990005,214.289993,212.508682,24619997,-0.0003731958849930422
2020-12-08,213.970001,216.949997,212.889999,216.009995,214.214371,23284094,0.009534018743122813
2020-12-09,215.160004,215.225006,211.214005,211.800003,210.039398,32440603,-0.015616289912320242
2020-12-10,211.770004,213.080002,210.360001,210.520004,208.770020,26467017,-0.0059026301005311406
2020-12-11,210.050003,213.320007,209.110001,213.259995,211.487244,30979440,0.015282037391829982
2020-12-14,213.100006,216.210007,212.880005,214.199997,212.419434,28798379,0.005161853444527771
2020-12-15,215.164993,215.419998,212.240005,214.130005,212.350021,27018106,-0.004810206277375235
2020-12-16,214.75,220.110001,214.720001,219.279999,217.457214,35023253,0.02109429103608849
2020-12-17,219.869995,220.889999,217.919998,219.419998,217.596054,32515784,-0.0020466503398974298
2020-12-18,218.589996,219.690002,216.020004,218.589996,216.772934,63354922,0.0
2020-12-21,217.550003,224.000000,217.280106,222.589996,220.739685,37181886,0.023167055529757955
2020-12-22,222.690002,225.630005,221.850006,223.940002,222.078476,22643397,0.00561318419674719
2020-12-23,223.110001,223.558899,220.800003,221.020004,219.182739,18699638,-0.009367563043487284
2020-12-24,221.419998,223.610001,221.199997,222.75,220.898361,10550572,0.006006693216572098
2020-12-28,224.449997,226.029999,223.020004,224.960007,223.089996,17933496,0.0022722655683528217
2020-12-29,226.309998,227.179993,223.580002,224.149994,222.286728,17403213,-0.009544447965573376
2020-12-30,225.229996,225.630005,221.470001,221.679993,219.837250,20272337,-0.015761679452323055
2020-12-31,221.699997,223.000000,219.679993,222.419998,220.571106,20942132,0.003247636489593621
2021-01-04,222.529999,223.000000,214.809998,217.690002,215.880432,37130139,-0.021749863037567402
2021-01-05,217.259995,218.520004,215.699997,217.899994,216.088669,23822953,0.0029457747156810387
2021-01-06,212.169998,216.489899,211.940002,212.25,210.485641,35930653,0.00037706556418974684
2021-01-07,214.039993,219.339996,213.710007,218.289993,216.475433,27694480,0.01985610231261781
2021-01-08,218.679993,220.580002,217.026093,219.619995,217.794373,22956206,0.004298527666406102
2021-01-11,218.470001,218.910004,216.729996,217.490005,215.682098,23047029,-0.004485723419756838
2021-01-12,216.5,217.100006,213.320206,214.929993,213.143356,23249336,-0.007251764434180157
2021-01-13,214.020004,216.759995,213.926605,216.339996,214.541641,20087080,0.01084007081880072
2021-01-14,215.910004,217.460007,212.740005,213.020004,211.249252,29346737,-0.013385206551151685
2021-01-15,213.520004,214.509995,212.029999,212.649994,210.882309,31746512,-0.004074606517898003
2021-01-19,213.75,216.979996,212.630005,216.440002,214.640823,30480859,0.01258480467836254
2021-01-20,217.699997,225.789993,217.290802,224.339996,222.475128,37777260,0.030500684848424768
2021-01-21,224.699997,226.300003,222.419998,224.970001,223.099915,30749553,0.0012016199537376946
2021-01-22,227.080002,230.070007,225.800003,225.949997,224.071747,30172663,-0.004976241809263377
2021-01-25,229.119995,229.779999,224.220001,229.529999,227.622009,33152095,0.001789472804414189
2021-01-26,231.860001,234.179993,230.080002,232.330002,230.398727,49169601,0.0020270896143056443
2021-01-27,238.0,240.440002,230.139999,232.899994,230.963989,69870638,-0.021428596638655494
2021-01-28,235.610001,242.639999,235.089996,238.929993,236.943863,49111159,0.014091048707223532
2021-01-29,235.990005,238.020004,231.350006,231.960007,230.031799,42503138,-0.01707698595116351
2021-02-01,235.059998,242.500000,232.429993,239.649994,237.657883,33314193,0.019526912443860334
2021-02-02,241.300003,242.309998,238.690002,239.509995,237.519058,25916337,-0.007418184739931397
2021-02-03,239.570007,245.089996,239.259995,243.0,240.980026,27158104,0.014317288891676645
2021-02-04,242.660004,243.239899,240.369995,242.009995,239.998260,25296100,-0.0026786820624958986
2021-02-05,242.229996,243.279999,240.419998,242.199997,240.186676,18054752,-0.00012384510793619327
2021-02-08,243.149994,243.679993,240.809998,242.470001,240.454437,22211929,-0.002796598876329794
2021-02-09,241.869995,244.759995,241.380005,243.770004,241.743637,23564953,0.00785549691684581
2021-02-10,245.0,245.919998,240.889999,242.820007,240.801529,22186706,-0.008897930612244882
2021-02-11,244.779999,245.149994,242.149994,244.490005,242.457657,15751059,-0.0011847128081735436
2021-02-12,243.933197,245.300003,242.729996,244.990005,242.953491,16561079,0.0043323664552307305
2021-02-16,245.029999,246.130005,242.919998,243.699997,241.674210,26728487,-0.005427914971341968
2021-02-17,241.320007,244.309998,240.940002,244.199997,242.727798,21673109,0.011934319229486812
2021-02-18,241.800003,243.929993,240.860001,243.789993,242.320282,16925563,0.00822990064230895
2021-02-19,243.75,243.860001,240.179993,240.970001,239.517288,25262600,-0.011405124102564118
2021-02-22,237.419998,237.929993,232.399994,234.509995,233.096237,36446936,-0.01225677291093225
2021-02-23,230.324997,234.830002,228.729996,233.270004,231.863708,30228704,0.012786310814540047
2021-02-24,230.009995,235.199997,229.000000,234.550003,233.136002,26339746,0.019738307459204112
2021-02-25,232.080002,234.585205,227.880005,228.990005,227.609528,39542235,-0.013314361312354741
2021-02-26,231.524994,235.369995,229.539993,232.380005,230.979080,37819227,0.003692953340493419
2021-03-01,235.899994,237.470001,233.149994,236.940002,235.511581,25332837,0.004408681756897376
2021-03-02,237.009995,237.300003,233.449997,233.869995,232.460098,22812459,-0.013248386423534647
2021-03-03,232.154999,233.579895,227.259995,227.559998,226.188126,34029526,-0.019792815230310835
2021-03-04,226.735001,232.490005,224.259995,226.729996,225.363129,44727785,-2.2074227525247634e-05
2021-03-05,229.516495,233.270004,226.460007,231.600006,230.203766,41872770,0.009077826846388604
2021-03-08,231.369995,233.365005,227.130005,227.389999,226.019165,35267440,-0.017201867510953615
2021-03-09,232.880005,235.383896,231.669998,233.779999,232.370636,33080531,0.0038646254752527694
2021-03-10,237.0,237.000000,232.039993,232.419998,231.018829,29746812,-0.01932490295358653
2021-03-11,234.960007,239.169998,234.309998,237.130005,235.700439,29907586,0.009235605785456165
2021-03-12,234.009995,235.820007,233.229996,235.75,234.328766,22653662,0.007435601201564046
2021-03-15,234.960007,235.184998,231.809998,234.809998,233.394424,26042669,-0.0006384448226543633
2021-03-16,236.279999,240.054993,235.940002,237.710007,236.276947,28092196,0.0060521754107506435
2021-03-17,236.149994,238.550003,233.229996,237.039993,235.610962,29562100,0.003768786883814265
2021-03-18,232.559998,234.190002,230.330002,230.720001,229.329086,34852251,-0.00791192387265161
2021-03-19,231.020004,232.473999,229.349594,230.350006,228.961319,46430730,-0.002900173094967103
2021-03-22,230.270004,236.899994,230.139999,235.990005,234.567322,30127005,0.02484040865348661
2021-03-23,237.485001,241.050003,237.070007,237.580002,236.147720,31638376,0.0004000294738613675
2021-03-24,237.845001,238.000000,235.320007,235.460007,234.040512,25620127,-0.010027513674756638
2021-03-25,235.300003,236.940002,231.570007,232.339996,230.939316,34061853,-0.012579715096731173
2021-03-26,231.550003,236.710007,231.550003,236.479996,235.054337,25479853,0.02129126726895355
2021-03-29,236.589996,236.800003,231.880005,235.240005,233.821838,25227455,-0.005706035854533837
2021-03-30,233.524994,233.850006,231.100006,231.850006,230.452271,24792012,-0.007172628382553282
2021-03-31,232.910004,239.100006,232.389999,235.770004,234.348633,43623471,0.01227942102478352
2021-04-01,238.470001,242.839996,238.050095,242.350006,240.888977,30337982,0.016270411304271398
2021-04-05,242.759995,249.960007,242.699997,249.070007,247.568466,36910609,0.025992800008090296
2021-04-06,247.610001,249.399994,246.880005,247.860001,246.365753,22931923,0.0010096522716786386
2021-04-07,247.809998,250.929993,247.190002,249.899994,248.393448,22719835,0.008433864722439427
2021-04-08,252.770004,254.139008,252.000000,253.25,251.723251,23625197,0.0018989436737121698
2021-04-09,252.869995,255.990005,252.440002,255.850006,254.307587,24326833,0.011784755245477103
2021-04-12,254.710007,257.670013,254.619995,255.910004,254.367233,27148668,0.004711228326415916
2021-04-13,257.257294,259.190002,256.829987,258.48999,256.931641,23837469,0.004791685323410017
2021-04-14,257.475006,258.829987,255.160004,255.589996,254.049149,23070938,-0.007321137803954431
2021-04-15,257.931,259.929993,257.730011,259.5,257.935577,25627481,0.006083022203612659
